# 2theta	intensity	baseline	bg_subtracted	normalized
11.42494 13051.00000 12570.54818 480.45182 0.01497
11.43580 13064.00000 12564.07974 499.92026 0.01558
11.44667 13110.00000 12557.61570 552.38430 0.01721
11.45754 12834.00000 12551.15613 282.84387 0.00881
11.46840 13052.00000 12544.70111 507.29889 0.01581
11.47927 12802.00000 12538.25070 263.74930 0.00822
11.49014 13154.00000 12531.80500 622.19500 0.01939
11.50100 12922.00000 12525.36406 396.63594 0.01236
11.51187 12863.00000 12518.92797 344.07203 0.01072
11.52273 12829.00000 12512.49680 316.50320 0.00986
11.53360 13061.00000 12506.07063 554.92937 0.01729
11.54447 12717.00000 12499.64954 217.35046 0.00677
11.55533 12743.00000 12493.23360 249.76640 0.00778
11.56620 12840.00000 12486.82289 353.17711 0.01100
11.57707 12751.00000 12480.41749 270.58251 0.00843
11.58793 12651.00000 12474.01747 176.98253 0.00551
11.59880 12747.00000 12467.62291 279.37709 0.00870
11.60967 12635.00000 12461.23390 173.76610 0.00541
11.62053 12746.00000 12454.85051 291.14949 0.00907
11.63140 12917.00000 12448.47283 468.52717 0.01460
11.64227 12787.00000 12442.10092 344.89908 0.01075
11.65313 12973.00000 12435.73487 537.26513 0.01674
11.66400 12703.00000 12429.37476 273.62524 0.00853
11.67486 12588.00000 12423.02067 164.97933 0.00514
11.68573 12723.00000 12416.67268 306.32732 0.00954
11.69660 12685.00000 12410.33088 274.66912 0.00856
11.70746 12707.00000 12403.99534 303.00466 0.00944
11.71833 12605.00000 12397.66614 207.33386 0.00646
11.72920 12905.00000 12391.34337 513.65663 0.01600
11.74006 12641.00000 12385.02711 255.97289 0.00798
11.75093 12586.00000 12378.71744 207.28256 0.00646
11.76180 12869.00000 12372.41445 496.58555 0.01547
11.77266 12811.00000 12366.11821 444.88179 0.01386
11.78353 12618.00000 12359.82882 258.17118 0.00804
11.79440 12620.00000 12353.54635 266.45365 0.00830
11.80526 12893.00000 12347.27090 545.72910 0.01700
11.81613 12756.00000 12341.00253 414.99747 0.01293
11.82700 12639.00000 12334.74135 304.25865 0.00948
11.83786 12618.00000 12328.48743 289.51257 0.00902
