# 2theta	intensity	baseline	bg_subtracted	normalized
11.72920 14825.00000 14432.37498 392.62502 0.00983
11.74006 14789.00000 14426.45230 362.54770 0.00908
11.75093 14719.00000 14420.53551 298.46449 0.00748
11.76180 14789.00000 14414.62469 374.37531 0.00938
11.77266 14798.00000 14408.71994 389.28006 0.00975
11.78353 14770.00000 14402.82137 367.17863 0.00920
11.79440 14669.00000 14396.92906 272.07094 0.00681
11.80526 14560.00000 14391.04311 168.95689 0.00423
11.81613 14786.00000 14385.16362 400.83638 0.01004
11.82700 14745.00000 14379.29069 365.70931 0.00916
11.83786 14677.00000 14373.42442 303.57558 0.00760
11.84873 14520.00000 14367.56490 152.43510 0.00382
11.85959 14642.00000 14361.71223 280.28777 0.00702
11.87046 14770.00000 14355.86650 414.13350 0.01037
11.88133 14714.00000 14350.02783 363.97217 0.00912
11.89219 14748.00000 14344.19631 403.80369 0.01011
11.90306 14326.00000 14338.37203 -12.37203 -0.00031
11.91393 14714.00000 14332.55511 381.44489 0.00955
11.92479 14588.00000 14326.74550 261.25450 0.00654
11.93566 14587.00000 14320.94320 266.05680 0.00666
11.94653 14672.00000 14315.14817 356.85183 0.00894
11.95739 14769.00000 14309.36040 459.63960 0.01151
11.96826 14615.00000 14303.57986 311.42014 0.00780
11.97913 14710.00000 14297.80653 412.19347 0.01032
11.98999 14464.00000 14292.04039 171.95961 0.00431
12.00086 14645.00000 14286.28141 358.71859 0.00898
12.01172 14573.00000 14280.52959 292.47041 0.00733
12.02259 14678.00000 14274.78488 403.21512 0.01010
12.03346 14361.00000 14269.04729 91.95271 0.00230
12.04432 14480.00000 14263.31677 216.68323 0.00543
12.05519 14693.00000 14257.59332 435.40668 0.01090
12.06606 14565.00000 14251.87692 313.12308 0.00784
12.07692 14631.00000 14246.16754 384.83246 0.00964
12.08779 14676.00000 14240.46517 435.53483 0.01091
12.09866 14683.00000 14234.76979 448.23021 0.01123
12.10952 14613.00000 14229.08138 383.91862 0.00962
12.12039 14579.00000 14223.39992 355.60008 0.00891
12.13126 14791.00000 14217.72539 573.27461 0.01436
12.14212 14437.00000 14212.05779 224.94221 0.00563
12.15299 14637.00000 14206.39708 430.60292 0.01078
12.16385 14551.00000 14200.74326 350.25674 0.00877
12.17472 14615.00000 14195.09631 419.90369 0.01052
12.18559 14534.00000 14189.45621 344.54379 0.00863
12.19645 14461.00000 14183.82296 277.17704 0.00694
12.20732 14625.00000 14178.19653 446.80347 0.01119
12.21819 14633.00000 14172.57690 460.42310 0.01153
12.22905 14587.00000 14166.96408 420.03592 0.01052
12.23992 14374.00000 14161.35803 212.64197 0.00533
12.25079 14461.00000 14155.75876 305.24124 0.00764
12.26165 14515.00000 14150.16625 364.83375 0.00914
12.27252 14451.00000 14144.58047 306.41953 0.00767
12.28339 14508.00000 14139.00143 368.99857 0.00924
12.29425 14543.00000 14133.42912 409.57088 0.01026
12.30512 14435.00000 14127.86351 307.13649 0.00769
12.31598 14211.00000 14122.30459 88.69541 0.00222
12.32685 14467.00000 14116.75237 350.24763 0.00877
12.33772 14481.00000 14111.20682 369.79318 0.00926
12.34858 14312.00000 14105.66794 206.33206 0.00517
12.35945 14374.00000 14100.13571 273.86429 0.00686
12.37032 14279.00000 14094.61014 184.38986 0.00462
12.38118 14511.00000 14089.09119 421.90881 0.01057
12.39205 14559.00000 14083.57888 475.42112 0.01191
12.40292 14589.00000 14078.07318 510.92682 0.01280
12.41378 14317.00000 14072.57410 244.42590 0.00612
12.42465 14495.00000 14067.08162 427.91838 0.01072
12.43552 14463.00000 14061.59573 401.40427 0.01005
12.44638 14516.00000 14056.11643 459.88357 0.01152
12.45725 14497.00000 14050.64371 446.35629 0.01118
12.46812 14482.00000 14045.17756 436.82244 0.01094
12.47898 14330.00000 14039.71799 290.28201 0.00727
12.48985 14380.00000 14034.26498 345.73502 0.00866
12.50071 14434.00000 14028.81852 405.18148 0.01015
12.51158 14230.00000 14023.37862 206.62138 0.00517
12.52245 14485.00000 14017.94527 467.05473 0.01170
12.53331 14515.00000 14012.51846 502.48154 0.01258
12.54418 14486.00000 14007.09819 478.90181 0.01199
12.55505 14359.00000 14001.68446 357.31554 0.00895
12.56591 14289.00000 13996.27727 292.72273 0.00733
12.57678 14513.00000 13990.87661 522.12339 0.01308
12.58765 14325.00000 13985.48248 339.51752 0.00850
12.59851 14512.00000 13980.09487 531.90513 0.01332
12.60938 14279.00000 13974.71380 304.28620 0.00762
12.62025 14381.00000 13969.33925 411.66075 0.01031
