# 2theta	intensity	baseline	bg_subtracted	normalized
11.55533 15234.00000 14883.69891 350.30109 0.00905
11.56620 15253.00000 14877.28106 375.71894 0.00971
11.57707 14987.00000 14870.86272 116.13728 0.00300
11.58793 15270.00000 14864.44393 405.55607 0.01048
11.59880 15244.00000 14858.02475 385.97525 0.00997
11.60967 15469.00000 14851.60523 617.39477 0.01595
11.62053 14993.00000 14845.18542 147.81458 0.00382
11.63140 15290.00000 14838.76539 451.23461 0.01166
11.64227 15187.00000 14832.34519 354.65481 0.00916
11.65313 15104.00000 14825.92486 278.07514 0.00718
11.66400 15278.00000 14819.50448 458.49552 0.01184
11.67486 15050.00000 14813.08409 236.91591 0.00612
11.68573 14974.00000 14806.66375 167.33625 0.00432
11.69660 14915.00000 14800.24353 114.75647 0.00296
11.70746 15133.00000 14793.82347 339.17653 0.00876
11.71833 15046.00000 14787.40363 258.59637 0.00668
11.72920 15281.00000 14780.98408 500.01592 0.01292
11.74006 14998.00000 14774.56487 223.43513 0.00577
11.75093 15026.00000 14768.14606 257.85394 0.00666
11.76180 15143.00000 14761.72771 381.27229 0.00985
11.77266 15020.00000 14755.30987 264.69013 0.00684
11.78353 15119.00000 14748.89261 370.10739 0.00956
11.79440 15004.00000 14742.47599 261.52401 0.00676
11.80526 15037.00000 14736.06007 300.93993 0.00777
11.81613 15050.00000 14729.64490 320.35510 0.00828
11.82700 15009.00000 14723.23055 285.76945 0.00738
11.83786 15189.00000 14716.81708 472.18292 0.01220
11.84873 15284.00000 14710.40455 573.59545 0.01482
11.85959 15297.00000 14703.99302 593.00698 0.01532
11.87046 14977.00000 14697.58256 279.41744 0.00722
11.88133 14865.00000 14691.17323 173.82677 0.00449
11.89219 15019.00000 14684.76508 334.23492 0.00863
11.90306 15087.00000 14678.35819 408.64181 0.01056
11.91393 14801.00000 14671.95261 129.04739 0.00333
11.92479 14945.00000 14665.54842 279.45158 0.00722
11.93566 15071.00000 14659.14568 411.85432 0.01064
11.94653 15219.00000 14652.74444 566.25556 0.01463
11.95739 15017.00000 14646.34478 370.65522 0.00958
11.96826 14951.00000 14639.94676 311.05324 0.00804
11.97913 14933.00000 14633.55045 299.44955 0.00774
11.98999 14796.00000 14627.15591 168.84409 0.00436
12.00086 15151.00000 14620.76321 530.23679 0.01370
12.01172 15218.00000 14614.37242 603.62758 0.01559
12.02259 14941.00000 14607.98360 333.01640 0.00860
12.03346 14890.00000 14601.59682 288.40318 0.00745
12.04432 14718.00000 14595.21215 122.78785 0.00317
12.05519 14979.00000 14588.82966 390.17034 0.01008
12.06606 14901.00000 14582.44942 318.55058 0.00823
12.07692 15113.00000 14576.07149 536.92851 0.01387
12.08779 15025.00000 14569.69594 455.30406 0.01176
12.09866 15130.00000 14563.32285 566.67715 0.01464
12.10952 14848.00000 14556.95229 291.04771 0.00752
12.12039 14896.00000 14550.58432 345.41568 0.00892
12.13126 14784.00000 14544.21902 239.78098 0.00619
12.14212 14880.00000 14537.85645 342.14355 0.00884
12.15299 14908.00000 14531.49670 376.50330 0.00973
12.16385 14949.00000 14525.13982 423.86018 0.01095
12.17472 14761.00000 14518.78590 242.21410 0.00626
12.18559 14880.00000 14512.43501 367.56499 0.00950
12.19645 14917.00000 14506.08722 410.91278 0.01062
12.20732 14940.00000 14499.74260 440.25740 0.01137
12.21819 14985.00000 14493.40123 491.59877 0.01270
12.22905 14956.00000 14487.06318 468.93682 0.01211
12.23992 14811.00000 14480.72853 330.27147 0.00853
12.25079 14660.00000 14474.39735 185.60265 0.00479
12.26165 14921.00000 14468.06971 452.93029 0.01170
12.27252 14736.00000 14461.74570 274.25430 0.00709
12.28339 14888.00000 14455.42539 432.57461 0.01118
12.29425 14755.00000 14449.10886 305.89114 0.00790
12.30512 14728.00000 14442.79617 285.20383 0.00737
12.31598 14687.00000 14436.48742 250.51258 0.00647
12.32685 14698.00000 14430.18268 267.81732 0.00692
12.33772 14507.00000 14423.88202 83.11798 0.00215
12.34858 14751.00000 14417.58552 333.41448 0.00861
12.35945 14718.00000 14411.29327 306.70673 0.00792
12.37032 14569.00000 14405.00533 163.99467 0.00424
12.38118 14761.00000 14398.72179 362.27821 0.00936
12.39205 14647.00000 14392.44273 254.55727 0.00658
12.40292 14605.00000 14386.16823 218.83177 0.00565
12.41378 14763.00000 14379.89837 383.10163 0.00990
12.42465 14763.00000 14373.63322 389.36678 0.01006
12.43552 14683.00000 14367.37287 315.62713 0.00815
12.44638 14551.00000 14361.11739 189.88261 0.00491
12.45725 14773.00000 14354.86687 418.13313 0.01080
12.46812 14665.00000 14348.62139 316.37861 0.00817
12.47898 14558.00000 14342.38103 215.61897 0.00557
12.48985 14608.00000 14336.14588 271.85412 0.00702
12.50071 14494.00000 14329.91600 164.08400 0.00424
12.51158 14780.00000 14323.69150 456.30850 0.01179
12.52245 14692.00000 14317.47244 374.52756 0.00968
12.53331 14608.00000 14311.25891 296.74109 0.00767
12.54418 14583.00000 14305.05100 277.94900 0.00718
12.55505 14583.00000 14298.84879 284.15121 0.00734
